Name,Area_code,Descriptio,File_name,Number,Number0,Polygon_id,Unit_id,Code,Hectares,Area,Type_code,Descript0,Type_cod0,Descript1,Longitude,Latitude
Gorseinon Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,30,94,53881,16111,W04000964,644.068,45.041,AA,CIVIL ADMINISTRATION AREA,,,"258,181.25","199,627.35"
Grovesend and Waungron Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,32,96,53895,16125,W04000965,502.978,17.289,AA,CIVIL ADMINISTRATION AREA,,,"258,857.3","201,302.1"
Mynyddbach Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,33,98,125006,16085,W04000972,355.931,0,AA,CIVIL ADMINISTRATION AREA,,,"265,666.05","197,690.95"
Morriston Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,34,100,53642,16097,W04000971,701.071,0,AA,CIVIL ADMINISTRATION AREA,,,"267,036.65","198,729.65"
Llansamlet Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,35,101,53637,16078,W04000969,714.813,0,AA,CIVIL ADMINISTRATION AREA,,,"268,476.55","197,529.3"
Birchgrove Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,37,103,53808,15978,W04000561,906.985,0,AA,CIVIL ADMINISTRATION AREA,,,"270,387.2","199,161.7"
Pontardulais Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,38,105,53903,16133,W04000590,"1,561.388",2.935,AA,CIVIL ADMINISTRATION AREA,,,"260,391.9","204,894.55"
Bishopston Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,40,108,53627,16050,W04000957,627.835,22.479,AA,CIVIL ADMINISTRATION AREA,,,"258,278.15","188,723.05"
Killay Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,43,111,53620,16061,W04000573,322.821,0,AA,CIVIL ADMINISTRATION AREA,,,"260,394.8","193,541.3"
Dunvant Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,45,114,53624,16065,W04000963,242.741,0,AA,CIVIL ADMINISTRATION AREA,,,"259,228.8","193,931.55"
Uplands Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,46,116,53679,16043,W04000597,284.898,54.81,AA,CIVIL ADMINISTRATION AREA,,,"263,861.4",192626
Castle Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,47,118,53630,16073,W04000959,411.23,109.501,AA,CIVIL ADMINISTRATION AREA,,,"265,476.45","193,269.55"
Townhill Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,48,120,53677,16038,W04000978,184.068,0,AA,CIVIL ADMINISTRATION AREA,,,"264,221.2","194,060.75"
Cwmbwrla Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,49,122,125007,16091,W04000962,148.794,0,AA,CIVIL ADMINISTRATION AREA,,,"264,802.1","195,252.3"
Landore Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,50,124,53647,16088,W04000966,223.911,0,AA,CIVIL ADMINISTRATION AREA,,,"266,053.4",195309
Pontlliw and Tircoed Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,54,128,53877,16107,W04000976,546.003,0,AA,CIVIL ADMINISTRATION AREA,,,"261,268.45","201,191.4"
Penderry Community,CPC,Civil Parish or Community,ABERTAWE_-_SWANSEA,55,130,53864,16094,W04000973,383.345,0,AA,CIVIL ADMINISTRATION AREA,,,"263,729.25","196,797.6"
,NCP,Non-Civil Parish or Community,ANGUS,2,12,0,0,,"220,423.548","1,891.902",FA,FILLER AREA,,,"344,330.95","759,469.1"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,1,861,0,0,,"443,537.765","15,607.118",FA,FILLER AREA,,,"169,324.309",678015
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,4,861,0,0,,"63,619.398","15,607.118",FA,FILLER AREA,,,"131,572.5","659,697.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,7,861,0,0,,"37,101.624","15,607.118",FA,FILLER AREA,,,"157,391.7","681,970.2"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,12,861,0,0,,"90,926.078","15,607.118",FA,FILLER AREA,,,"152,060.9",737721
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,16,861,0,0,,"12,641.681","15,607.118",FA,FILLER AREA,,,"205,277.15","663,338.7"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,18,861,0,0,,"8,754.983","15,607.118",FA,FILLER AREA,,,"100,857.5","744,509.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,20,861,0,0,,"8,031.762","15,607.118",FA,FILLER AREA,,,"119,164.75","757,632.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,23,861,0,0,,"28,640.788","15,607.118",FA,FILLER AREA,,,"198,583.35","743,242.45"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,25,861,0,0,,"1,510.079","15,607.118",FA,FILLER AREA,,,"164,889.15",650156
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,28,861,0,0,,"5,272.262","15,607.118",FA,FILLER AREA,,,"138,251.15","693,929.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,30,861,0,0,,"2,552.992","15,607.118",FA,FILLER AREA,,,"139,913.25","739,890.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,32,861,0,0,,"1,527.539","15,607.118",FA,FILLER AREA,,,"176,351.45","717,513.2"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,37,861,0,0,,"1,290.441","15,607.118",FA,FILLER AREA,,,"181,732.5","728,458.65"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,40,861,0,0,,"2,353.548","15,607.118",FA,FILLER AREA,,,"183,972.25","741,001.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,43,861,0,0,,945.338,"15,607.118",FA,FILLER AREA,,,"127,345.25","723,905.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,46,861,0,0,,"1,493.593","15,607.118",FA,FILLER AREA,,,"169,726.25",704771
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,48,861,0,0,,291.191,"15,607.118",FA,FILLER AREA,,,"170,599.75","709,124.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,50,861,0,0,,"1,546.316","15,607.118",FA,FILLER AREA,,,"174,395.25","709,919.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,52,861,0,0,,169.043,"15,607.118",FA,FILLER AREA,,,"172,661.25","604,325.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,54,861,0,0,,251.964,"15,607.118",FA,FILLER AREA,,,202110,659812
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,57,861,0,0,,70.744,"15,607.118",FA,FILLER AREA,,,"133,508.2","686,655.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,59,861,0,0,,44.606,"15,607.118",FA,FILLER AREA,,,"124,134.108","738,364.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,62,861,0,0,,96.371,"15,607.118",FA,FILLER AREA,,,127602,742025
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,65,861,0,0,,75.526,"15,607.118",FA,FILLER AREA,,,"178,563.5","699,309.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,67,861,0,0,,106.159,"15,607.118",FA,FILLER AREA,,,180196,"701,728.7"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,69,861,0,0,,58.93,"15,607.118",FA,FILLER AREA,,,164005,709860
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,71,861,0,0,,144.377,"15,607.118",FA,FILLER AREA,,,"166,841.05","712,017.45"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,73,861,0,0,,476.273,"15,607.118",FA,FILLER AREA,,,"176,611.25","708,109.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,75,861,0,0,,121.119,"15,607.118",FA,FILLER AREA,,,"176,087.05","713,119.85"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,78,861,0,0,,176.984,"15,607.118",FA,FILLER AREA,,,191808,"749,014.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,80,861,0,0,,61.051,"15,607.118",FA,FILLER AREA,,,"139,234.75","643,734.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,82,861,0,0,,29.465,"15,607.118",FA,FILLER AREA,,,"116,423.55","651,516.1"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,84,861,0,0,,68.049,"15,607.118",FA,FILLER AREA,,,"129,019.5","675,752.3"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,86,861,0,0,,16.89,"15,607.118",FA,FILLER AREA,,,"153,841.2","667,460.9"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,88,861,0,0,,88.405,"15,607.118",FA,FILLER AREA,,,"163,952.25",644030
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,90,861,0,0,,18.714,"15,607.118",FA,FILLER AREA,,,"124,296.75",719260
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,92,861,0,0,,25.867,"15,607.118",FA,FILLER AREA,,,"130,792.75","717,471.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,94,861,0,0,,114.068,"15,607.118",FA,FILLER AREA,,,"110,114.75","751,470.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,96,861,0,0,,30.416,"15,607.118",FA,FILLER AREA,,,"115,626.25","751,313.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,98,861,0,0,,37.016,"15,607.118",FA,FILLER AREA,,,129776,"743,911.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,100,861,0,0,,93.665,"15,607.118",FA,FILLER AREA,,,"137,688.25","736,937.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,102,861,0,0,,112.008,"15,607.118",FA,FILLER AREA,,,"143,957.65","735,565.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,104,861,0,0,,110.066,"15,607.118",FA,FILLER AREA,,,"148,263.25","737,943.65"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,106,861,0,0,,27.361,"15,607.118",FA,FILLER AREA,,,144055,740524
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,108,861,0,0,,94.09,"15,607.118",FA,FILLER AREA,,,"152,227.7","754,644.55"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,110,861,0,0,,22.811,"15,607.118",FA,FILLER AREA,,,"175,057.5","700,890.9"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,112,861,0,0,,26.773,"15,607.118",FA,FILLER AREA,,,"179,106.333","702,043.95"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,114,861,0,0,,57.592,"15,607.118",FA,FILLER AREA,,,"169,599.85","710,490.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,116,861,0,0,,43.063,"15,607.118",FA,FILLER AREA,,,"173,175.25",719436
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,119,861,0,0,,15.357,"15,607.118",FA,FILLER AREA,,,"187,419.75","742,113.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,121,861,0,0,,20.277,"15,607.118",FA,FILLER AREA,,,"188,348.95","746,031.9"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,123,861,0,0,,17.762,"15,607.118",FA,FILLER AREA,,,"116,079.25","652,271.8"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,125,861,0,0,,12.751,"15,607.118",FA,FILLER AREA,,,"145,943.9","647,840.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,127,861,0,0,,12.576,"15,607.118",FA,FILLER AREA,,,"147,166.5","648,862.35"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,129,861,0,0,,13.515,"15,607.118",FA,FILLER AREA,,,"146,736.75","649,284.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,131,861,0,0,,14.942,"15,607.118",FA,FILLER AREA,,,"147,027.5","662,727.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,133,861,0,0,,14.397,"15,607.118",FA,FILLER AREA,,,"149,863.25","662,212.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,135,861,0,0,,20.111,"15,607.118",FA,FILLER AREA,,,"127,894.75","674,860.8"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,137,861,0,0,,13.671,"15,607.118",FA,FILLER AREA,,,144803,"665,048.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,139,861,0,0,,8.366,"15,607.118",FA,FILLER AREA,,,"154,498.25","668,460.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,141,861,0,0,,9.118,"15,607.118",FA,FILLER AREA,,,155457,669817
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,143,861,0,0,,11.371,"15,607.118",FA,FILLER AREA,,,"164,679.25","645,881.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,145,861,0,0,,20.55,"15,607.118",FA,FILLER AREA,,,"166,692.25",675302
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,147,861,0,0,,11.012,"15,607.118",FA,FILLER AREA,,,"167,727.75","675,782.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,149,861,0,0,,12.452,"15,607.118",FA,FILLER AREA,,,"172,734.5","682,686.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,151,861,0,0,,5.425,"15,607.118",FA,FILLER AREA,,,"188,871.25","683,707.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,153,861,0,0,,25.106,"15,607.118",FA,FILLER AREA,,,"134,293.65","686,889.4"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,155,861,0,0,,16.437,"15,607.118",FA,FILLER AREA,,,"136,453.5",686605
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,157,861,0,0,,24.182,"15,607.118",FA,FILLER AREA,,,"136,925.5","687,184.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,159,861,0,0,,9.2,"15,607.118",FA,FILLER AREA,,,"128,259.75","719,226.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,161,861,0,0,,9.152,"15,607.118",FA,FILLER AREA,,,"128,702.5","719,654.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,164,861,0,0,,11.283,"15,607.118",FA,FILLER AREA,,,"128,987.547","720,474.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,167,861,0,0,,20.832,"15,607.118",FA,FILLER AREA,,,"130,144.6","724,653.4"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,169,861,0,0,,6.659,"15,607.118",FA,FILLER AREA,,,"154,656.75","720,613.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,171,861,0,0,,2.88,"15,607.118",FA,FILLER AREA,,,"110,524.5",748238
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,173,861,0,0,,12.272,"15,607.118",FA,FILLER AREA,,,"129,715.55",726519
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,175,861,0,0,,41.83,"15,607.118",FA,FILLER AREA,,,"132,457.5","735,527.05"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,177,861,0,0,,9.372,"15,607.118",FA,FILLER AREA,,,130567,"744,867.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,179,861,0,0,,9.848,"15,607.118",FA,FILLER AREA,,,134827,"739,562.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,181,861,0,0,,4.293,"15,607.118",FA,FILLER AREA,,,"143,275.25","737,282.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,183,861,0,0,,7.89,"15,607.118",FA,FILLER AREA,,,"123,109.4","756,482.15"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,185,861,0,0,,9.745,"15,607.118",FA,FILLER AREA,,,"127,452.75","764,838.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,187,861,0,0,,6.029,"15,607.118",FA,FILLER AREA,,,"171,134.958",686134
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,189,861,0,0,,23.158,"15,607.118",FA,FILLER AREA,,,171996,"687,306.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,191,861,0,0,,12.617,"15,607.118",FA,FILLER AREA,,,"173,186.5","689,079.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,193,861,0,0,,18.444,"15,607.118",FA,FILLER AREA,,,175456,"685,401.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,195,861,0,0,,5.495,"15,607.118",FA,FILLER AREA,,,"178,210.1","694,448.45"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,197,861,0,0,,9.336,"15,607.118",FA,FILLER AREA,,,175125,"697,013.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,199,861,0,0,,20.031,"15,607.118",FA,FILLER AREA,,,175619,697902
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,201,861,0,0,,18.999,"15,607.118",FA,FILLER AREA,,,173592,"699,263.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,203,861,0,0,,12.426,"15,607.118",FA,FILLER AREA,,,"178,628.25","701,874.55"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,205,861,0,0,,12.024,"15,607.118",FA,FILLER AREA,,,"169,286.75","707,880.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,207,861,0,0,,25.035,"15,607.118",FA,FILLER AREA,,,"165,515.75","711,218.9"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,209,861,0,0,,19.045,"15,607.118",FA,FILLER AREA,,,"169,561.75","711,195.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,211,861,0,0,,17.263,"15,607.118",FA,FILLER AREA,,,"173,000.75","710,992.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,213,861,0,0,,14.805,"15,607.118",FA,FILLER AREA,,,171411,"712,850.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,216,861,0,0,,13.244,"15,607.118",FA,FILLER AREA,,,"178,641.25","707,388.7"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,218,861,0,0,,5.488,"15,607.118",FA,FILLER AREA,,,178578,"709,001.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,220,861,0,0,,5.061,"15,607.118",FA,FILLER AREA,,,"180,127.25","712,740.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,222,861,0,0,,38.1,"15,607.118",FA,FILLER AREA,,,"173,702.25","717,091.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,224,861,0,0,,11.148,"15,607.118",FA,FILLER AREA,,,178092,721256
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,226,861,0,0,,4.095,"15,607.118",FA,FILLER AREA,,,"175,186.5","732,112.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,228,861,0,0,,11.492,"15,607.118",FA,FILLER AREA,,,181879,730352
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,230,861,0,0,,9.959,"15,607.118",FA,FILLER AREA,,,"178,016.75","735,322.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,232,861,0,0,,16.238,"15,607.118",FA,FILLER AREA,,,"183,097.25","738,188.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,234,861,0,0,,5.434,"15,607.118",FA,FILLER AREA,,,"195,338.75","734,349.9"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,236,861,0,0,,16.721,"15,607.118",FA,FILLER AREA,,,"183,877.5","738,273.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,238,861,0,0,,6.362,"15,607.118",FA,FILLER AREA,,,189940,"746,287.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,240,861,0,0,,11.358,"15,607.118",FA,FILLER AREA,,,"190,107.5","746,813.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,243,861,0,0,,3.33,"15,607.118",FA,FILLER AREA,,,"128,123.5","765,739.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,245,861,0,0,,1.851,"15,607.118",FA,FILLER AREA,,,"115,325.25",654027
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,247,861,0,0,,2.431,"15,607.118",FA,FILLER AREA,,,"136,663.95","644,373.45"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,249,861,0,0,,1.289,"15,607.118",FA,FILLER AREA,,,"143,254.25","645,729.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,251,861,0,0,,5.122,"15,607.118",FA,FILLER AREA,,,"145,531.15",647387
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,253,861,0,0,,2.361,"15,607.118",FA,FILLER AREA,,,145715,"647,663.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,255,861,0,0,,1.058,"15,607.118",FA,FILLER AREA,,,"146,685.35",648424
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,257,861,0,0,,1.164,"15,607.118",FA,FILLER AREA,,,"162,544.4","646,979.3"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,259,861,0,0,,3.64,"15,607.118",FA,FILLER AREA,,,162622,"647,776.7"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,261,861,0,0,,1.69,"15,607.118",FA,FILLER AREA,,,"147,245.5",662977
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,263,861,0,0,,5.122,"15,607.118",FA,FILLER AREA,,,154154,"668,808.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,265,861,0,0,,4.032,"15,607.118",FA,FILLER AREA,,,155941,"682,049.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,267,861,0,0,,12.822,"15,607.118",FA,FILLER AREA,,,173309,"605,572.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,269,861,0,0,,1.784,"15,607.118",FA,FILLER AREA,,,"174,236.15",605019
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,271,861,0,0,,1.78,"15,607.118",FA,FILLER AREA,,,164566,"645,591.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,273,861,0,0,,2.217,"15,607.118",FA,FILLER AREA,,,"166,457.939","655,585.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,275,861,0,0,,2.344,"15,607.118",FA,FILLER AREA,,,"171,189.75","672,707.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,277,861,0,0,,2.479,"15,607.118",FA,FILLER AREA,,,"172,826.75","674,362.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,279,861,0,0,,3.714,"15,607.118",FA,FILLER AREA,,,183497,"665,886.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,281,861,0,0,,3.953,"15,607.118",FA,FILLER AREA,,,"168,051.25","675,834.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,283,861,0,0,,1.528,"15,607.118",FA,FILLER AREA,,,"166,376.55","678,833.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,285,861,0,0,,4.325,"15,607.118",FA,FILLER AREA,,,"168,970.25",675496
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,287,861,0,0,,1.6,"15,607.118",FA,FILLER AREA,,,"168,844.5","677,238.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,289,861,0,0,,2.376,"15,607.118",FA,FILLER AREA,,,"168,579.75","678,379.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,291,861,0,0,,4.09,"15,607.118",FA,FILLER AREA,,,"193,041.5","666,594.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,293,861,0,0,,1.981,"15,607.118",FA,FILLER AREA,,,"191,664.5","669,303.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,295,861,0,0,,1.744,"15,607.118",FA,FILLER AREA,,,"190,502.5","671,890.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,297,861,0,0,,3.025,"15,607.118",FA,FILLER AREA,,,191346,"670,390.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,299,861,0,0,,4.414,"15,607.118",FA,FILLER AREA,,,"200,631.6",675718
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,301,861,0,0,,6.724,"15,607.118",FA,FILLER AREA,,,"201,872.25","674,929.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,303,861,0,0,,3.059,"15,607.118",FA,FILLER AREA,,,"201,611.25","675,153.9"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,305,861,0,0,,3.714,"15,607.118",FA,FILLER AREA,,,"112,099.9","702,580.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,307,861,0,0,,4.248,"15,607.118",FA,FILLER AREA,,,"112,098.55","702,843.55"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,309,861,0,0,,5.555,"15,607.118",FA,FILLER AREA,,,133540,"690,560.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,311,861,0,0,,5.99,"15,607.118",FA,FILLER AREA,,,"152,669.5","688,144.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,313,861,0,0,,2.571,"15,607.118",FA,FILLER AREA,,,"126,757.5","713,857.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,315,861,0,0,,2.194,"15,607.118",FA,FILLER AREA,,,"126,682.25",714003
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,317,861,0,0,,1.464,"15,607.118",FA,FILLER AREA,,,"126,706.5","714,159.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,319,861,0,0,,2.844,"15,607.118",FA,FILLER AREA,,,127658,"713,959.25"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,321,861,0,0,,1.531,"15,607.118",FA,FILLER AREA,,,127894,712876
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,324,861,0,0,,1.149,"15,607.118",FA,FILLER AREA,,,"130,663.75",714856
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,326,861,0,0,,2.049,"15,607.118",FA,FILLER AREA,,,"124,049.25","719,229.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,328,861,0,0,,1.788,"15,607.118",FA,FILLER AREA,,,"129,420.5","715,572.75"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,330,861,0,0,,1.148,"15,607.118",FA,FILLER AREA,,,"130,165.5","717,329.5"
,NCP,Non-Civil Parish or Community,ARGYLL_AND_BUTE,332,861,0,0,,5.682,"15,607.118",FA,FILLER AREA,,,"131,134.8","717,301.15"
